User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,plan_duration_days,days_since_last_payment,user_lifetime_days,is_churned
75,Basic,13,2022-05-28,2023-03-24,Germany,28,Female,Laptop,1 Month,30,757,1057,1
76,Basic,13,2021-12-29,2023-04-28,France,51,Female,Laptop,1 Month,30,722,1207,1
77,Premium,15,2022-12-25,2024-04-29,Brazil,45,Female,Smartphone,1 Month,30,355,846,1
78,Standard,15,2022-11-18,2023-08-26,Mexico,49,Male,Tablet,1 Month,30,602,883,1
79,Standard,15,2022-12-03,2023-10-24,Spain,43,Female,Laptop,1 Month,30,543,868,1
80,Basic,12,2022-11-08,2023-11-10,Italy,43,Male,Tablet,1 Month,30,526,893,1
81,Premium,10,2023-01-11,2023-04-03,United States,37,Male,Tablet,1 Month,30,747,829,1
82,Standard,12,2022-12-07,2023-08-10,Canada,35,Male,Laptop,1 Month,30,618,864,1
83,Basic,10,2022-10-20,2023-05-25,United Kingdom,46,Female,Smartphone,1 Month,30,695,912,1
84,Standard,12,2023-04-13,2024-05-26,Australia,32,Male,Smartphone,1 Month,30,328,737,1
85,Premium,10,2023-04-06,2024-09-09,Germany,37,Female,Laptop,1 Month,30,222,744,1
86,Basic,11,2022-03-04,2022-05-13,France,29,Female,Smartphone,1 Month,30,1072,1142,1
87,Premium,15,2021-12-28,2022-07-02,Brazil,45,Male,Smart TV,1 Month,30,1022,1208,1
88,Standard,12,2022-09-27,2022-11-10,Mexico,47,Male,Tablet,1 Month,30,891,935,1
89,Basic,15,2022-10-20,2023-01-22,Spain,39,Male,Smartphone,1 Month,30,818,912,1
90,Standard,13,2023-02-03,2024-08-06,Italy,49,Female,Smartphone,1 Month,30,256,806,1
91,Premium,11,2022-10-03,2023-10-11,United States,39,Male,Tablet,1 Month,30,556,929,1
92,Basic,14,2022-01-05,2022-06-12,Canada,39,Male,Smart TV,1 Month,30,1042,1200,1
93,Standard,12,2022-02-05,2023-12-14,United Kingdom,35,Male,Smartphone,1 Month,30,492,1169,1
94,Premium,12,2022-03-19,2023-08-02,Australia,44,Male,Smartphone,1 Month,30,626,1127,1
95,Basic,11,2022-02-28,2022-05-31,Germany,34,Male,Laptop,1 Month,30,1054,1146,1
96,Premium,14,2022-07-26,2023-01-10,France,32,Male,Laptop,1 Month,30,830,998,1
97,Basic,10,2022-03-05,2023-08-15,Brazil,29,Female,Tablet,1 Month,30,613,1141,1
98,Standard,13,2022-03-07,2023-11-19,Mexico,31,Female,Tablet,1 Month,30,517,1139,1
99,Standard,12,2023-01-13,2024-03-09,Spain,29,Female,Tablet,1 Month,30,406,827,1
100,Basic,12,2023-01-22,2024-04-14,Italy,35,Male,Laptop,1 Month,30,370,818,1
101,Premium,11,2022-10-17,2023-08-31,United States,46,Female,Tablet,1 Month,30,597,915,1
102,Basic,12,2022-03-29,2023-05-11,Canada,31,Male,Tablet,1 Month,30,709,1117,1
103,Standard,13,2022-04-04,2023-09-05,United Kingdom,36,Male,Laptop,1 Month,30,592,1111,1
104,Premium,10,2022-06-08,2023-02-23,Australia,38,Male,Laptop,1 Month,30,786,1046,1
105,Basic,11,2022-03-04,2022-05-13,Germany,46,Female,Laptop,1 Month,30,1072,1142,1
106,Premium,10,2022-03-18,2022-05-14,France,49,Female,Tablet,1 Month,30,1071,1128,1
107,Basic,14,2022-03-07,2022-08-18,Brazil,29,Female,Smart TV,1 Month,30,975,1139,1
108,Standard,12,2022-05-24,2023-01-09,Mexico,27,Female,Smart TV,1 Month,30,831,1061,1
109,Standard,13,2023-02-08,2023-04-11,Spain,35,Female,Tablet,1 Month,30,739,801,1
110,Basic,13,2023-01-26,2023-04-13,Italy,37,Female,Laptop,1 Month,30,737,814,1
111,Premium,14,2022-07-14,2023-12-28,United States,40,Male,Tablet,1 Month,30,478,1010,1
112,Basic,10,2022-06-01,2023-08-11,Canada,33,Female,Laptop,1 Month,30,617,1053,1
113,Standard,15,2022-05-07,2023-12-31,United Kingdom,37,Male,Tablet,1 Month,30,475,1078,1
114,Premium,10,2022-11-18,2023-03-26,Australia,48,Male,Smartphone,1 Month,30,755,883,1
115,Basic,11,2022-04-05,2023-11-02,Germany,50,Female,Laptop,1 Month,30,534,1110,1
116,Premium,14,2022-05-19,2024-02-20,France,45,Female,Smart TV,1 Month,30,424,1066,1
117,Basic,15,2021-10-30,2023-03-05,Brazil,40,Female,Tablet,1 Month,30,776,1267,1
118,Standard,12,2022-08-07,2024-06-09,Mexico,33,Male,Smartphone,1 Month,30,314,986,1
119,Standard,11,2022-09-20,2022-10-24,Spain,44,Female,Smartphone,1 Month,30,908,942,1
120,Basic,10,2022-10-18,2023-06-22,Italy,30,Female,Smart TV,1 Month,30,667,914,1
121,Premium,15,2022-10-03,2024-03-18,United States,27,Male,Smart TV,1 Month,30,397,929,1
122,Basic,11,2022-05-03,2023-07-04,Canada,51,Male,Smart TV,1 Month,30,655,1082,1
123,Standard,13,2022-05-25,2023-07-21,United Kingdom,49,Female,Smartphone,1 Month,30,638,1060,1
124,Premium,15,2022-11-05,2023-06-29,Australia,43,Male,Laptop,1 Month,30,660,896,1
125,Basic,12,2022-08-21,2022-10-04,Germany,42,Male,Smartphone,1 Month,30,928,972,1
126,Premium,13,2022-09-21,2024-04-26,France,45,Male,Laptop,1 Month,30,358,941,1
127,Basic,10,2021-11-23,2023-03-28,Brazil,36,Male,Smartphone,1 Month,30,753,1243,1
128,Standard,12,2022-10-06,2024-06-01,Mexico,48,Male,Smartphone,1 Month,30,322,926,1
129,Standard,13,2022-11-05,2023-08-02,Spain,38,Male,Smart TV,1 Month,30,626,896,1
130,Basic,14,2023-01-07,2024-08-22,Italy,43,Female,Tablet,1 Month,30,240,833,1
131,Premium,15,2022-10-06,2023-02-08,United States,47,Male,Laptop,1 Month,30,801,926,1
132,Basic,15,2022-06-24,2023-11-20,Canada,48,Female,Smart TV,1 Month,30,516,1030,1
133,Standard,13,2022-06-24,2023-09-03,United Kingdom,47,Male,Smart TV,1 Month,30,594,1030,1
134,Premium,15,2022-11-05,2023-07-23,Australia,32,Male,Tablet,1 Month,30,636,896,1
135,Basic,13,2022-07-18,2024-06-01,Germany,47,Female,Smart TV,1 Month,30,322,1006,1
136,Premium,12,2022-09-13,2023-04-01,France,41,Female,Smart TV,1 Month,30,749,949,1
137,Basic,12,2022-08-10,2024-03-02,Brazil,49,Male,Laptop,1 Month,30,413,983,1
138,Standard,15,2022-09-21,2022-11-25,Mexico,28,Male,Laptop,1 Month,30,876,941,1
139,Standard,13,2023-03-24,2024-09-28,Spain,40,Male,Smartphone,1 Month,30,203,757,1
140,Basic,12,2022-05-02,2022-11-07,Italy,43,Female,Smartphone,1 Month,30,894,1083,1
141,Premium,12,2022-05-11,2023-02-07,United States,42,Male,Smartphone,1 Month,30,802,1074,1
142,Basic,14,2022-06-10,2022-10-03,Canada,28,Male,Smart TV,1 Month,30,929,1044,1
143,Standard,14,2022-08-31,2024-04-29,United Kingdom,30,Female,Tablet,1 Month,30,355,962,1
144,Premium,10,2022-08-17,2024-03-25,Australia,33,Male,Smart TV,1 Month,30,390,976,1
145,Basic,11,2022-05-05,2023-12-29,Germany,35,Female,Laptop,1 Month,30,477,1080,1
146,Basic,10,2022-10-06,2024-08-11,France,38,Male,Tablet,1 Month,30,251,926,1
147,Basic,12,2022-11-08,2023-01-04,Brazil,49,Female,Laptop,1 Month,30,836,893,1
148,Standard,15,2022-11-27,2024-09-06,Mexico,39,Female,Smartphone,1 Month,30,225,874,1
149,Premium,13,2022-11-17,2024-06-24,Spain,46,Female,Smart TV,1 Month,30,299,884,1
150,Basic,10,2022-12-15,2023-12-19,Italy,47,Female,Laptop,1 Month,30,487,856,1
151,Basic,15,2022-12-12,2023-12-07,United States,30,Female,Laptop,1 Month,30,499,859,1
152,Premium,14,2022-11-23,2024-09-22,Canada,33,Female,Tablet,1 Month,30,209,878,1
153,Standard,11,2022-12-25,2024-06-12,United Kingdom,47,Male,Smartphone,1 Month,30,311,846,1
154,Standard,11,2023-03-11,2024-03-22,Australia,27,Male,Laptop,1 Month,30,393,770,1
155,Basic,14,2022-11-18,2024-04-03,Germany,28,Male,Tablet,1 Month,30,381,883,1
156,Premium,15,2022-08-19,2023-05-06,France,47,Male,Smartphone,1 Month,30,714,974,1
157,Standard,14,2022-09-27,2023-05-04,Brazil,30,Male,Laptop,1 Month,30,716,935,1
158,Basic,13,2022-10-19,2023-06-30,Mexico,47,Female,Smartphone,1 Month,30,659,913,1
159,Standard,10,2022-12-21,2024-02-08,Spain,51,Female,Smart TV,1 Month,30,436,850,1
160,Premium,15,2022-10-27,2023-12-07,Italy,39,Male,Smartphone,1 Month,30,499,905,1
161,Basic,10,2022-10-23,2023-08-31,United States,45,Male,Tablet,1 Month,30,597,909,1
162,Premium,15,2022-04-19,2024-02-10,Canada,31,Male,Laptop,1 Month,30,434,1096,1
163,Standard,11,2022-04-05,2024-01-22,United Kingdom,29,Male,Laptop,1 Month,30,453,1110,1
164,Basic,11,2022-03-11,2022-12-24,Australia,42,Female,Tablet,1 Month,30,847,1135,1
165,Standard,14,2022-05-25,2023-06-17,Germany,49,Male,Tablet,1 Month,30,672,1060,1
166,Premium,13,2022-04-16,2023-08-14,France,42,Male,Laptop,1 Month,30,614,1099,1
167,Basic,13,2022-04-07,2023-06-21,Brazil,29,Male,Smartphone,1 Month,30,668,1108,1
168,Standard,10,2022-12-11,2024-10-19,Mexico,29,Male,Tablet,1 Month,30,182,860,1
169,Premium,12,2023-01-20,2024-01-02,Spain,49,Male,Tablet,1 Month,30,473,820,1
170,Basic,14,2023-01-12,2023-09-23,Italy,32,Male,Laptop,1 Month,30,574,828,1
171,Premium,11,2022-04-29,2023-01-17,United States,35,Female,Tablet,1 Month,30,823,1086,1
172,Basic,12,2022-04-27,2024-03-20,Canada,39,Female,Smartphone,1 Month,30,395,1088,1
173,Standard,15,2022-06-03,2023-07-11,United Kingdom,40,Male,Smartphone,1 Month,30,648,1051,1
174,Standard,14,2022-04-23,2024-01-20,Australia,39,Female,Tablet,1 Month,30,455,1092,1
175,Basic,10,2022-04-22,2023-09-05,Germany,47,Female,Laptop,1 Month,30,592,1093,1
176,Premium,13,2022-04-12,2022-12-30,France,37,Female,Smart TV,1 Month,30,841,1103,1
177,Basic,15,2022-05-23,2022-10-12,Brazil,27,Female,Smartphone,1 Month,30,920,1062,1
178,Standard,13,2022-10-19,2024-03-28,Mexico,49,Female,Laptop,1 Month,30,387,913,1
179,Premium,10,2022-12-03,2024-03-18,Spain,30,Female,Tablet,1 Month,30,397,868,1
180,Basic,14,2022-09-26,2024-05-11,Italy,36,Male,Laptop,1 Month,30,343,936,1
181,Premium,15,2022-06-16,2023-04-09,United States,33,Male,Smartphone,1 Month,30,741,1038,1
182,Basic,13,2022-05-16,2023-11-06,Canada,30,Female,Laptop,1 Month,30,530,1069,1
183,Standard,15,2022-05-26,2023-07-15,United Kingdom,36,Female,Tablet,1 Month,30,644,1059,1
184,Standard,13,2022-04-26,2023-06-16,Australia,28,Female,Laptop,1 Month,30,673,1089,1
185,Basic,11,2022-05-12,2022-10-01,Germany,47,Female,Tablet,1 Month,30,931,1073,1
186,Premium,12,2022-03-01,2023-12-03,France,33,Female,Smart TV,1 Month,30,503,1145,1
187,Basic,13,2022-07-10,2024-04-24,Brazil,49,Female,Laptop,1 Month,30,360,1014,1
188,Standard,15,2022-07-16,2022-11-03,Mexico,44,Female,Smart TV,1 Month,30,898,1008,1
189,Premium,13,2022-09-02,2023-01-22,Spain,47,Male,Smart TV,1 Month,30,818,960,1
190,Basic,11,2022-09-18,2022-10-19,Italy,37,Female,Tablet,1 Month,30,913,944,1
191,Premium,10,2022-07-08,2024-05-09,United States,46,Male,Laptop,1 Month,30,345,1016,1
192,Basic,14,2022-06-26,2023-03-02,Canada,50,Female,Smartphone,1 Month,30,779,1028,1
193,Standard,11,2022-08-05,2024-03-22,United Kingdom,50,Male,Laptop,1 Month,30,393,988,1
194,Standard,14,2022-08-19,2023-04-30,Australia,37,Male,Laptop,1 Month,30,720,974,1
195,Basic,11,2022-08-26,2023-10-14,Germany,50,Female,Smartphone,1 Month,30,553,967,1
196,Premium,13,2022-06-09,2023-08-15,France,45,Female,Smart TV,1 Month,30,613,1045,1
197,Basic,14,2022-09-27,2024-07-25,Brazil,45,Male,Tablet,1 Month,30,268,935,1
198,Standard,10,2022-10-18,2023-03-26,Mexico,49,Female,Laptop,1 Month,30,755,914,1
199,Premium,14,2022-10-31,2023-01-21,Spain,39,Female,Tablet,1 Month,30,819,901,1
200,Basic,11,2022-10-13,2024-01-01,Italy,45,Female,Tablet,1 Month,30,474,919,1
201,Premium,11,2022-07-04,2023-04-06,United States,49,Female,Smart TV,1 Month,30,744,1020,1
202,Basic,12,2022-06-26,2023-10-07,Canada,31,Female,Tablet,1 Month,30,560,1028,1
203,Standard,13,2022-07-31,2023-03-20,United Kingdom,42,Female,Smart TV,1 Month,30,761,993,1
204,Standard,12,2022-07-27,2023-02-25,Australia,37,Male,Smartphone,1 Month,30,784,997,1
205,Basic,12,2022-07-30,2022-12-29,Germany,30,Male,Smart TV,1 Month,30,842,994,1
206,Premium,11,2022-08-06,2023-10-10,France,40,Male,Smartphone,1 Month,30,557,987,1
207,Basic,15,2022-09-16,2023-08-05,Brazil,45,Female,Smartphone,1 Month,30,623,946,1
208,Standard,15,2023-01-05,2023-11-10,Mexico,36,Female,Tablet,1 Month,30,526,835,1
209,Premium,11,2022-12-10,2024-09-09,Spain,41,Male,Laptop,1 Month,30,222,861,1
210,Basic,14,2022-11-22,2023-07-07,Italy,49,Female,Laptop,1 Month,30,652,879,1
211,Premium,15,2022-11-15,2024-05-08,United States,40,Male,Tablet,1 Month,30,346,886,1
212,Basic,11,2022-10-28,2023-04-19,Canada,36,Male,Smart TV,1 Month,30,731,904,1
213,Standard,12,2022-09-08,2024-06-07,United Kingdom,49,Female,Smart TV,1 Month,30,316,954,1
214,Standard,13,2022-06-30,2023-02-15,Australia,43,Female,Laptop,1 Month,30,794,1024,1
215,Basic,13,2022-09-02,2023-02-02,Germany,50,Female,Smartphone,1 Month,30,807,960,1
216,Premium,14,2022-10-08,2023-05-12,France,51,Female,Smart TV,1 Month,30,708,924,1
217,Basic,15,2022-11-13,2023-11-03,Brazil,44,Male,Smart TV,1 Month,30,533,888,1
218,Standard,12,2022-11-15,2024-03-22,Mexico,27,Male,Tablet,1 Month,30,393,886,1
219,Premium,12,2022-11-16,2023-11-29,Spain,46,Female,Smartphone,1 Month,30,507,885,1
220,Basic,12,2022-11-26,2024-10-15,Italy,29,Male,Tablet,1 Month,30,186,875,1
221,Basic,12,2022-11-26,2024-02-01,United States,47,Male,Smartphone,1 Month,30,443,875,1
222,Basic,10,2022-12-12,2023-12-22,Canada,48,Female,Smartphone,1 Month,30,484,859,1
223,Standard,12,2023-01-08,2024-07-01,United Kingdom,34,Female,Smartphone,1 Month,30,292,832,1
224,Premium,15,2022-11-27,2023-05-22,Australia,40,Female,Smartphone,1 Month,30,698,874,1
225,Basic,14,2022-10-11,2023-04-06,Germany,48,Female,Smartphone,1 Month,30,744,921,1
226,Basic,10,2022-09-27,2024-02-27,France,35,Male,Smartphone,1 Month,30,417,935,1
227,Premium,12,2022-09-30,2024-07-30,Brazil,51,Female,Smartphone,1 Month,30,263,932,1
228,Standard,10,2022-11-04,2024-06-06,Mexico,39,Male,Smart TV,1 Month,30,317,897,1
229,Standard,13,2022-11-04,2023-11-06,Spain,29,Male,Smartphone,1 Month,30,530,897,1
230,Basic,12,2022-10-30,2024-08-30,Italy,51,Male,Laptop,1 Month,30,232,902,1
231,Premium,11,2022-10-29,2024-03-14,United States,43,Male,Smartphone,1 Month,30,401,903,1
232,Standard,11,2022-08-30,2023-02-26,Canada,28,Male,Smartphone,1 Month,30,783,963,1
233,Basic,15,2022-07-07,2023-09-24,United Kingdom,50,Female,Smart TV,1 Month,30,573,1017,1
234,Standard,14,2022-05-26,2023-04-18,Australia,44,Female,Laptop,1 Month,30,732,1059,1
235,Premium,11,2022-05-17,2024-02-16,Germany,50,Male,Laptop,1 Month,30,428,1068,1
236,Basic,11,2022-05-08,2023-02-24,France,39,Female,Smartphone,1 Month,30,785,1077,1
237,Premium,13,2022-07-07,2022-12-27,Brazil,46,Female,Tablet,1 Month,30,844,1017,1
238,Standard,15,2022-07-17,2023-07-27,Mexico,48,Male,Smartphone,1 Month,30,632,1007,1
239,Basic,15,2022-12-23,2024-10-06,Spain,38,Male,Smart TV,1 Month,30,195,848,1
240,Standard,13,2022-06-27,2024-02-18,Italy,38,Male,Smartphone,1 Month,30,426,1027,1
241,Premium,13,2022-05-31,2022-07-01,United States,47,Male,Laptop,1 Month,30,1023,1054,1
242,Basic,12,2022-06-02,2023-05-01,Canada,37,Male,Laptop,1 Month,30,719,1052,1
243,Standard,11,2022-05-25,2023-03-04,United Kingdom,33,Male,Laptop,1 Month,30,777,1060,1
244,Premium,15,2022-04-26,2024-03-07,Australia,28,Male,Smartphone,1 Month,30,408,1089,1
245,Basic,13,2022-04-20,2023-08-15,Germany,47,Male,Smart TV,1 Month,30,613,1095,1
246,Premium,11,2022-05-03,2022-07-08,France,38,Female,Smartphone,1 Month,30,1016,1082,1
247,Basic,12,2022-07-07,2023-01-12,Brazil,27,Male,Smart TV,1 Month,30,828,1017,1
248,Standard,13,2022-09-15,2022-10-23,Mexico,34,Male,Smartphone,1 Month,30,909,947,1
249,Standard,14,2022-09-16,2023-06-05,Spain,42,Female,Smartphone,1 Month,30,684,946,1
250,Basic,14,2022-08-09,2022-12-15,Italy,28,Male,Laptop,1 Month,30,856,984,1
251,Premium,15,2022-06-25,2024-05-13,United States,30,Male,Laptop,1 Month,30,341,1029,1
252,Basic,11,2022-05-30,2023-01-22,Canada,38,Female,Smartphone,1 Month,30,818,1055,1
253,Standard,15,2022-05-21,2022-10-28,United Kingdom,45,Female,Tablet,1 Month,30,904,1064,1
254,Premium,12,2022-05-20,2023-07-27,Australia,48,Female,Smart TV,1 Month,30,632,1065,1
255,Basic,13,2022-05-20,2022-11-17,Germany,46,Female,Smart TV,1 Month,30,884,1065,1
256,Premium,12,2022-05-30,2022-08-21,France,34,Male,Tablet,1 Month,30,972,1055,1
257,Basic,13,2022-06-17,2022-11-13,Brazil,46,Male,Laptop,1 Month,30,888,1037,1
258,Standard,11,2022-07-16,2024-05-03,Mexico,41,Female,Smartphone,1 Month,30,351,1008,1
259,Standard,15,2022-08-05,2024-04-12,Spain,28,Male,Smartphone,1 Month,30,372,988,1
260,Basic,10,2022-07-17,2024-05-01,Italy,27,Female,Smartphone,1 Month,30,353,1007,1
261,Premium,13,2022-07-04,2023-09-26,United States,27,Female,Smart TV,1 Month,30,571,1020,1
262,Basic,12,2022-07-13,2023-10-07,Canada,28,Female,Tablet,1 Month,30,560,1011,1
263,Standard,15,2022-07-25,2022-12-05,United Kingdom,46,Male,Smartphone,1 Month,30,866,999,1
264,Premium,10,2022-08-09,2023-05-19,Australia,51,Male,Smartphone,1 Month,30,701,984,1
265,Basic,11,2022-08-05,2023-04-18,Germany,32,Female,Smart TV,1 Month,30,732,988,1
266,Premium,10,2022-08-17,2023-01-05,France,44,Male,Tablet,1 Month,30,835,976,1
267,Basic,11,2022-09-08,2024-02-29,Brazil,44,Female,Laptop,1 Month,30,415,954,1
268,Standard,13,2022-10-16,2024-03-01,Mexico,34,Female,Smart TV,1 Month,30,414,916,1
269,Standard,13,2022-10-15,2023-02-20,Spain,29,Female,Laptop,1 Month,30,789,917,1
270,Basic,12,2022-09-04,2023-03-05,Italy,47,Male,Smart TV,1 Month,30,776,958,1
271,Premium,14,2022-08-20,2023-08-22,United States,41,Male,Laptop,1 Month,30,606,973,1
272,Basic,10,2022-08-10,2023-02-18,Canada,36,Female,Smartphone,1 Month,30,791,983,1
273,Standard,12,2022-08-02,2023-02-08,United Kingdom,28,Female,Laptop,1 Month,30,801,991,1
274,Premium,10,2022-08-01,2024-04-01,Australia,27,Female,Tablet,1 Month,30,383,992,1
275,Basic,15,2022-08-06,2023-10-07,Germany,34,Female,Laptop,1 Month,30,560,987,1
